,Make,Vehicle_type,Engine_size_L,Cylinders,Transmission,Fuel_type,Fuel_consumption_city_L_per_100km,Fuel_consumption_hwy_L_per_100km,Fuel_consumption_comb_L_per_100km,Fuel_consumption_comb_mpg,CO2_emissions_g_per_km
3630,fiat,suv_small,2.4,4,A9,gasoline,11.0,8.0,9.7,29,226
3631,ford,full_size,2.0,4,AV,gasoline,5.7,6.2,5.9,48,138
3632,ford,suv_small,2.0,4,AS6,gasoline,11.5,8.0,9.9,29,233
3633,ford,suv_small,2.0,4,AS6,gasoline,11.3,8.0,9.8,29,230
3634,ford,suv_small,3.5,6,AS6,gasoline,13.5,9.1,11.5,25,270
3635,ford,suv_small,2.0,4,AS6,gasoline,11.9,8.6,10.4,27,244
3636,ford,suv_small,2.7,6,AS6,gasoline,13.8,9.8,12.0,24,281
3637,ford,suv_small,3.5,6,AS6,gasoline,13.9,10.0,12.1,23,284
3638,ford,suv_small,1.5,4,AS6,gasoline,10.2,7.8,9.1,31,214
3639,ford,suv_small,2.0,4,AS6,gasoline,10.6,8.0,9.5,30,222
3640,ford,suv_small,2.5,4,AS6,gasoline,11.1,8.1,9.7,29,229
3641,ford,suv_small,2.5,4,AS6,ethanol,15.2,10.8,13.3,21,219
3642,ford,suv_small,1.5,4,AS6,gasoline,10.7,8.3,9.6,29,226
3643,ford,suv_small,2.0,4,AS6,gasoline,11.5,8.7,10.2,28,239
3644,ford,suv_standard,3.5,6,AS6,gasoline,15.9,12.0,14.2,20,333
3645,ford,suv_standard,3.5,6,AS6,gasoline,16.1,12.2,14.3,20,337
3646,ford,suv_standard,2.3,4,AS6,gasoline,12.6,8.6,10.8,26,254
3647,ford,suv_standard,3.5,6,AS6,gasoline,13.9,9.7,12.0,24,281
3649,ford,suv_standard,2.3,4,AS6,gasoline,13.1,9.2,11.3,25,266
3650,ford,suv_standard,3.5,6,AS6,gasoline,14.8,10.7,13.0,22,305
3651,ford,suv_standard,3.5,6,AS6,gasoline,14.4,10.5,12.6,22,296
3652,ford,suv_standard,3.5,6,AS6,ethanol,19.6,14.2,17.2,16,284
3653,ford,pickuptruck_standard,2.7,6,AS6,gasoline,12.2,9.3,10.9,26,256
3654,ford,pickuptruck_standard,2.7,6,AS6,gasoline,12.4,9.8,11.2,25,263
3655,ford,pickuptruck_standard,2.7,6,AS6,gasoline,13.1,9.8,11.6,24,272
3656,ford,pickuptruck_standard,3.5,6,AS10,gasoline,12.7,9.5,11.3,25,264
3657,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.0,10.2,11.7,24,274
3658,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.8,10.7,12.4,23,290
3659,ford,pickuptruck_standard,3.5,6,A6,gasoline,13.2,9.7,11.6,24,272
3660,ford,pickuptruck_standard,3.5,6,A6,ethanol,17.9,13.2,15.8,18,258
3661,ford,pickuptruck_standard,5.0,8,AS6,gasoline,15.4,10.6,13.2,21,310
3662,ford,pickuptruck_standard,5.0,8,AS6,ethanol,20.5,14.3,17.7,16,291
3663,ford,pickuptruck_standard,5.0,8,AS6,gasoline,16.8,11.8,14.5,19,340
3665,ford,pickuptruck_standard,2.7,6,AS6,gasoline,13.1,10.2,11.8,24,276
3666,ford,pickuptruck_standard,2.7,6,AS6,gasoline,13.5,11.2,12.5,23,293
3668,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.6,10.3,12.1,23,284
3669,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.6,10.7,12.3,23,288
3670,ford,pickuptruck_standard,3.5,6,AS10,gasoline,14.0,11.0,12.7,22,298
3671,ford,pickuptruck_standard,3.5,6,A6,gasoline,14.0,10.6,12.5,23,293
3672,ford,pickuptruck_standard,3.5,6,A6,ethanol,19.0,14.3,16.9,17,281
3673,ford,pickuptruck_standard,5.0,8,AS6,gasoline,15.9,11.3,13.8,20,323
3674,ford,pickuptruck_standard,5.0,8,AS6,ethanol,21.5,15.1,18.6,15,305
3675,ford,pickuptruck_standard,5.0,8,AS6,gasoline,16.0,11.8,14.1,20,330
3676,ford,pickuptruck_standard,5.0,8,AS6,ethanol,21.5,15.1,18.6,15,306
3678,ford,pickuptruck_standard,5.0,8,AS6,ethanol,22.2,16.5,19.6,14,326
3679,ford,pickuptruck_standard,3.5,6,AS10,gasoline,15.6,13.2,14.5,19,339
3680,ford,subcompact,1.6,4,AS6,gasoline,8.6,6.4,7.6,37,178
3681,ford,subcompact,1.6,4,M5,gasoline,8.6,6.7,7.8,36,182
3682,ford,subcompact,1.0,3,M5,gasoline,7.6,5.7,6.8,42,158
3683,ford,compact,1.6,4,M6,gasoline,9.0,7.1,8.2,34,192
3686,ford,suv_standard,3.5,6,AS6,gasoline,15.7,11.2,13.7,21,321
3687,ford,compact,1.0,3,AS6,gasoline,8.5,6.2,7.5,38,176
3688,ford,compact,1.0,3,M6,gasoline,7.9,5.9,7.0,40,164
3689,ford,compact,2.0,4,AM6,gasoline,9.1,6.4,7.9,36,185
3690,ford,compact,2.0,4,AM6,ethanol,12.2,8.8,10.6,27,177
3691,ford,compact,2.0,4,AS6,gasoline,9.2,6.6,8.0,35,189
3692,ford,compact,2.0,4,AS6,ethanol,12.4,9.1,10.9,26,182
3693,ford,compact,2.0,4,M5,gasoline,9.5,7.0,8.3,34,195
3694,ford,compact,2.0,4,M5,ethanol,12.9,9.5,11.4,25,188
3695,ford,mid_size,2.3,4,M6,electricity,12.2,9.4,10.9,26,256
3696,ford,mid_size,2.0,4,M6,gasoline,10.5,7.8,9.3,30,219
3697,ford,mid_size,1.5,4,AS6,gasoline,10.0,7.0,8.7,32,204
3698,ford,mid_size,2.0,4,AS6,gasoline,11.2,7.6,9.6,29,225
3699,ford,mid_size,2.5,4,A6,gasoline,11.3,7.5,9.6,29,224
3700,ford,mid_size,2.0,4,AS6,gasoline,11.8,8.1,10.1,28,238
3701,ford,mid_size,2.7,6,AS6,gasoline,13.5,9.0,11.5,25,270
3702,ford,mid_size,2.0,4,AV,gasoline,5.5,5.7,5.6,50,131
3703,ford,two_seater,3.5,6,AM7,electricity,20.6,13.2,17.3,16,406
3704,ford,subcompact,2.3,4,AS6,gasoline,11.0,7.9,9.6,29,226
3705,ford,subcompact,2.3,4,AS6,gasoline,11.8,8.3,10.2,28,239
3706,ford,subcompact,2.3,4,M6,gasoline,11.2,7.8,9.8,29,230
3707,ford,subcompact,2.3,4,M6,gasoline,11.2,8.4,9.8,29,230
3708,ford,subcompact,3.7,6,AS6,gasoline,12.8,8.9,11.1,25,259
3709,ford,subcompact,3.7,6,M6,gasoline,13.8,8.8,11.5,25,271
3710,ford,subcompact,5.0,8,AS6,gasoline,15.6,9.6,12.9,22,303
3711,ford,subcompact,5.0,8,M6,gasoline,15.8,9.8,13.1,22,307
3712,ford,subcompact,5.0,8,M6,gasoline,16.7,10.2,13.8,20,324
3714,ford,subcompact,2.3,4,M6,gasoline,11.2,8.7,10.1,28,237
3715,ford,subcompact,5.0,8,AS6,gasoline,15.5,10.3,13.2,21,309
3717,ford,subcompact,5.2,8,M6,electricity,17.2,11.3,14.6,19,341
3718,ford,van_passenger,3.5,6,AS6,gasoline,16.2,12.8,14.6,19,344
3719,ford,van_passenger,3.7,6,AS6,gasoline,16.7,13.0,15.1,19,354
3720,ford,van_passenger,3.7,6,AS6,ethanol,23.0,18.5,20.9,14,343
3721,ford,full_size,2.0,4,AS6,gasoline,11.8,8.1,10.1,28,238
3723,ford,full_size,3.5,6,AS6,ethanol,17.6,11.7,15.0,19,249
3725,ford,full_size,3.5,6,AS6,gasoline,13.6,9.9,12.4,23,291
3726,ford,full_size,3.5,6,AS6,ethanol,18.7,13.4,16.3,17,271
3727,ford,specialpurposevehicle,2.5,4,AS6,gasoline,11.9,8.7,10.4,27,244
3728,ford,specialpurposevehicle,2.5,4,AS6,ethanol,16.1,11.9,14.2,20,234
3729,ford,specialpurposevehicle,2.5,4,AS6,gasoline,12.4,8.8,10.8,26,253
3730,ford,specialpurposevehicle,2.5,4,AS6,ethanol,16.8,12.1,14.7,19,242
3731,genesis,full_size,3.8,6,AS8,gasoline,14.3,9.5,12.1,23,286
3732,genesis,full_size,5.0,8,AS8,electricity,17.2,10.5,14.2,20,332
3733,genesis,full_size,3.3,6,AS8,electricity,13.7,9.7,11.9,24,279
3734,genesis,full_size,5.0,8,AS8,electricity,15.2,10.2,13.0,22,306
3735,gmc,suv_standard,2.5,4,A6,gasoline,11.0,9.2,10.2,28,239
3736,gmc,suv_standard,3.6,6,A6,gasoline,13.0,9.3,11.3,25,265
3737,gmc,suv_standard,2.5,4,A6,gasoline,11.2,9.4,10.4,27,243
3738,gmc,suv_standard,3.6,6,A6,gasoline,13.3,9.5,11.6,24,271
3739,gmc,pickuptruck_small,2.5,4,A6,gasoline,12.0,9.2,10.7,26,252
3740,gmc,pickuptruck_small,2.5,4,M6,gasoline,12.2,9.2,10.9,26,254
3741,gmc,pickuptruck_small,2.8,4,A6,diesel,10.8,7.9,9.5,30,255
3742,gmc,pickuptruck_small,3.6,6,A8,gasoline,13.4,9.6,11.7,24,274
3743,gmc,pickuptruck_small,2.5,4,A6,gasoline,12.7,9.6,11.3,25,263
3744,gmc,pickuptruck_small,2.8,4,A6,diesel,12.1,8.4,10.4,27,280
3745,gmc,pickuptruck_small,3.6,6,A8,gasoline,14.0,9.9,12.2,23,286
3746,gmc,van_passenger,6.0,8,A6,gasoline,21.8,14.8,18.6,15,438
3747,gmc,van_passenger,6.0,8,A6,gasoline,22.3,14.9,19.0,15,445
3748,gmc,pickuptruck_standard,5.3,8,A6,gasoline,14.6,10.3,12.7,22,297
3749,gmc,pickuptruck_standard,5.3,8,A8,gasoline,15.2,10.7,13.1,22,309
3750,gmc,pickuptruck_standard,6.2,8,A8,electricity,15.9,11.2,13.8,20,323
3751,gmc,pickuptruck_standard,4.3,6,A6,gasoline,13.4,10.0,11.9,24,279
3752,gmc,pickuptruck_standard,4.3,6,A6,ethanol,19.3,14.3,17.1,17,284
3753,gmc,pickuptruck_standard,5.3,8,A6,gasoline,14.6,10.3,12.7,22,298
3754,gmc,pickuptruck_standard,5.3,8,A6,ethanol,19.7,13.9,17.1,17,284
3756,gmc,pickuptruck_standard,5.3,8,A8,gasoline,15.9,11.5,13.9,20,327
3757,gmc,pickuptruck_standard,6.2,8,A8,electricity,16.0,11.7,14.1,20,330
3758,gmc,pickuptruck_standard,4.3,6,A6,gasoline,14.1,10.6,12.5,23,294
3759,gmc,pickuptruck_standard,4.3,6,A6,ethanol,20.3,15.2,18.0,16,294
3761,gmc,pickuptruck_standard,5.3,8,A6,ethanol,20.7,14.4,17.9,16,317
3762,gmc,pickuptruck_standard,5.3,8,A8,gasoline,14.4,11.2,13.0,22,303
3763,gmc,suv_small,2.4,4,A6,gasoline,11.0,7.5,9.4,30,221
3765,gmc,suv_small,2.4,4,A6,ethanol,15.6,11.0,13.6,21,223
3766,gmc,suv_small,3.6,6,A6,gasoline,14.1,9.7,12.1,23,285
3767,gmc,suv_small,2.4,4,A6,gasoline,11.5,8.3,10.1,28,237
3768,gmc,suv_small,3.6,6,A6,gasoline,15.0,10.4,13.0,22,304
3769,gmc,suv_standard,5.3,8,A6,gasoline,15.1,10.4,13.0,22,305
3771,gmc,suv_standard,5.3,8,A6,ethanol,20.0,13.5,17.1,17,284
3774,gmc,suv_standard,5.3,8,A6,ethanol,20.8,14.5,18.0,16,299
3775,gmc,suv_standard,6.2,8,A8,electricity,16.0,11.7,14.1,20,330
3781,gmc,suv_standard,5.3,8,A6,ethanol,22.1,15.4,19.1,15,317
3782,gmc,suv_standard,6.2,8,A8,electricity,16.3,11.7,14.2,20,333
3783,honda,mid_size,2.4,4,AV7,gasoline,9.2,6.9,8.2,34,190
3784,honda,mid_size,2.4,4,M6,gasoline,10.4,7.4,9.0,31,210
3785,honda,mid_size,3.5,6,AS6,gasoline,11.4,7.4,9.6,29,225
3786,honda,mid_size,3.5,6,M6,gasoline,12.9,8.4,10.9,26,254
3787,honda,mid_size,2.4,4,AV,gasoline,8.7,6.6,7.8,36,180
3788,honda,mid_size,3.5,6,A6,gasoline,11.4,7.2,9.5,30,223
3789,honda,mid_size,2.0,4,AV,gasoline,4.9,5.1,5.0,56,114
3790,honda,compact,1.5,4,AV7,gasoline,7.5,5.9,6.8,42,158
3791,honda,compact,1.5,4,M6,gasoline,7.7,5.7,6.8,42,159
3792,honda,compact,2.0,4,AV,gasoline,7.8,6.0,7.0,40,163
3793,honda,compact,2.0,4,M6,gasoline,8.5,6.1,7.4,38,173
3794,honda,mid_size,1.5,4,AV,gasoline,7.4,5.6,6.6,43,153
3795,honda,mid_size,2.0,4,AV,gasoline,7.8,6.0,7.0,40,163
3796,honda,mid_size,2.0,4,M6,gasoline,8.5,6.0,7.4,38,172
3797,honda,full_size,1.5,4,AV,gasoline,7.7,6.0,6.9,41,162
3798,honda,full_size,1.5,4,AV7,gasoline,7.9,6.6,7.3,39,170
3799,honda,full_size,1.5,4,AV7,electricity,7.9,6.6,7.3,39,170
3800,honda,full_size,1.5,4,M6,gasoline,8.0,6.2,7.2,39,167
3801,honda,full_size,1.5,4,M6,electricity,8.0,6.2,7.2,39,167
3802,honda,suv_small,1.5,4,AV,gasoline,8.4,7.0,7.8,36,181
3803,honda,suv_small,1.5,4,AV,gasoline,8.7,7.2,8.0,35,188
3804,honda,stationwagon_small,1.5,4,AV,gasoline,7.0,5.9,6.5,43,154
3805,honda,stationwagon_small,1.5,4,AV7,gasoline,7.6,6.4,7.0,40,164
3806,honda,stationwagon_small,1.5,4,M6,gasoline,8.1,6.6,7.4,38,174
3807,honda,stationwagon_small,1.8,4,AV,gasoline,8.3,6.9,7.7,37,180
3808,honda,stationwagon_small,1.8,4,AV7,gasoline,8.3,6.9,7.7,37,180
3809,honda,stationwagon_small,1.8,4,M6,gasoline,9.4,7.1,8.4,34,195
3810,honda,stationwagon_small,1.8,4,AV,gasoline,8.9,7.5,8.2,34,194
3811,honda,stationwagon_small,1.8,4,AV7,gasoline,8.9,7.5,8.2,34,194
3812,honda,minivan,3.5,6,A6,gasoline,12.3,8.6,10.7,26,251
3813,honda,suv_small,3.5,6,A6,gasoline,12.4,8.8,10.8,26,254
3814,honda,suv_small,3.5,6,A6,gasoline,13.0,9.3,11.3,25,266
3815,honda,suv_small,3.5,6,AS9,gasoline,12.4,9.3,11.0,26,256
3816,honda,pickuptruck_standard,3.5,6,A6,gasoline,12.8,9.5,11.3,25,264
3817,hyundai,compact,1.6,4,AS6,gasoline,8.9,6.6,7.9,36,182
3818,hyundai,compact,1.6,4,M6,gasoline,8.8,6.5,7.8,36,184
3819,hyundai,mid_size,2.0,4,AS6,gasoline,8.3,6.4,7.4,38,174
3820,hyundai,mid_size,2.0,4,M6,gasoline,9.1,6.6,8.0,35,187
3821,hyundai,mid_size,2.0,4,AS6,gasoline,9.8,7.3,8.7,32,206
3822,hyundai,mid_size,2.0,4,M6,gasoline,9.8,7.2,8.7,32,204
3823,hyundai,full_size,1.6,4,AM6,gasoline,4.3,4.4,4.4,64,103
3824,hyundai,full_size,1.6,4,AM6,gasoline,4.2,4.0,4.1,69,96
3827,hyundai,suv_small,2.4,4,AS6,gasoline,11.1,8.6,10.0,28,235
3828,hyundai,suv_small,2.0,4,AS6,gasoline,12.5,9.6,11.2,25,264
3829,hyundai,suv_small,2.4,4,AS6,gasoline,12.0,9.1,10.7,26,253
3831,hyundai,full_size,2.0,4,AS6,gasoline,10.5,7.6,9.2,31,216
3832,hyundai,full_size,2.4,4,AS6,gasoline,9.4,6.7,8.2,34,194
3833,hyundai,full_size,2.4,4,AS6,gasoline,10.0,7.2,8.7,32,207
3834,hyundai,mid_size,2.0,4,AS6,gasoline,6.3,5.7,6.0,47,143
3835,hyundai,mid_size,2.0,4,AS6,gasoline,6.0,5.3,5.7,50,137
3836,hyundai,suv_small,1.6,4,AM7,gasoline,9.9,8.5,9.3,30,221
3837,hyundai,suv_small,2.0,4,AS6,gasoline,10.1,7.8,9.0,31,213
3838,hyundai,suv_small,2.0,4,AS6,gasoline,11.0,9.1,10.2,28,241
3839,hyundai,compact,1.6,4,AM6,gasoline,8.3,6.7,7.6,37,180
3840,hyundai,compact,1.6,4,M6,gasoline,8.9,6.9,8.0,35,188
3841,hyundai,compact,1.6,4,AS6,gasoline,8.9,7.3,8.2,34,193
3842,hyundai,compact,1.6,4,M6,gasoline,9.4,7.2,8.4,34,200
3843,infiniti,mid_size,2.0,4,AS7,electricity,10.7,8.4,9.6,29,226
3844,infiniti,mid_size,3.0,6,AS7,electricity,12.6,8.8,10.9,26,256
3845,infiniti,mid_size,3.0,6,AS7,electricity,12.3,9.2,10.9,26,257
3846,infiniti,compact,3.5,6,AS7,electricity,9.1,7.7,8.5,33,200
3847,infiniti,subcompact,2.0,4,AS7,electricity,11.2,8.5,10.0,28,233
3848,infiniti,subcompact,3.0,6,AS7,electricity,12.4,8.8,10.8,26,253
3849,infiniti,subcompact,3.0,6,AS7,electricity,12.5,9.2,11.0,26,259
3850,infiniti,mid_size,3.7,6,AS7,electricity,13.2,9.8,11.7,24,274
3852,infiniti,mid_size,3.5,6,AS7,electricity,8.4,7.1,7.8,36,184
3853,infiniti,compact,2.0,4,AM7,electricity,9.7,7.1,8.5,33,200
3854,infiniti,compact,2.0,4,AM7,electricity,10.6,8.0,9.4,30,221
3855,infiniti,stationwagon_small,3.7,6,AS7,electricity,13.7,9.8,11.9,24,280
3856,infiniti,suv_small,3.5,6,AV7,electricity,11.9,8.8,10.5,27,246
3857,infiniti,suv_small,3.5,6,AV7,electricity,12.5,9.1,10.9,26,257
3858,infiniti,suv_standard,2.5,4,AV7,gasoline,9.5,8.6,9.1,31,214
3859,infiniti,suv_small,3.7,6,AS7,electricity,14.5,10.8,12.8,22,301
3860,infiniti,suv_standard,5.6,8,AS7,electricity,17.4,12.2,15.1,19,355
3861,jaguar,suv_small,3.0,6,AS8,electricity,13.3,10.0,11.8,24,277
3862,jaguar,two_seater,3.0,6,AS8,electricity,11.9,8.5,10.4,27,242
3866,jaguar,two_seater,5.0,8,AS8,electricity,15.6,10.4,13.3,21,311
3867,jaguar,two_seater,5.0,8,AS6,electricity,15.6,10.4,13.3,21,311
3868,jaguar,two_seater,3.0,6,AS8,electricity,12.4,8.8,10.8,26,253
3869,jaguar,two_seater,3.0,6,M6,electricity,15.3,10.0,12.9,22,302
3870,jaguar,two_seater,3.0,6,AS8,electricity,13.0,9.2,11.3,25,265
3874,jaguar,compact,2.0,4,AS8,diesel,7.8,5.8,6.9,41,186
3875,jaguar,compact,3.0,6,AS8,electricity,11.8,8.2,10.2,28,238
3876,jaguar,mid_size,2.0,4,AS8,diesel,7.8,5.8,6.9,41,186
3877,jaguar,mid_size,3.0,6,AS8,electricity,12.0,8.4,10.4,27,243
3878,jaguar,full_size,3.0,6,AS8,electricity,14.0,9.0,11.8,24,276
3879,jaguar,full_size,3.0,6,AS8,electricity,14.0,9.4,11.9,24,280
3880,jaguar,full_size,5.0,8,AS8,electricity,15.8,10.3,13.3,21,313
3882,jeep,suv_small,2.4,4,A9,gasoline,11.0,7.8,9.6,29,225
3883,jeep,suv_small,3.2,6,A9,gasoline,11.4,8.3,10.0,28,234
3884,jeep,suv_small,2.4,4,A9,gasoline,11.3,8.4,10.0,28,235
3885,jeep,suv_small,3.2,6,A9,gasoline,11.6,8.6,10.3,27,241
3886,jeep,suv_small,2.4,4,A9,gasoline,11.4,8.7,10.2,28,240
3887,jeep,suv_small,3.2,6,A9,gasoline,12.8,9.0,11.1,25,259
3888,jeep,suv_small,2.4,4,A9,gasoline,12.1,9.4,10.9,26,256
3889,jeep,suv_small,3.2,6,A9,gasoline,12.9,9.9,11.6,24,269
3890,jeep,suv_small,2.0,4,AV,gasoline,10.8,9.0,10.0,28,235
3891,jeep,suv_small,2.0,4,M5,gasoline,10.3,7.9,9.3,30,216
3892,jeep,suv_small,2.4,4,A6,gasoline,11.3,8.7,10.1,28,238
3893,jeep,suv_small,2.4,4,M5,gasoline,10.2,8.3,9.3,30,219
3894,jeep,suv_small,2.4,4,A6,gasoline,11.7,9.2,10.6,27,249
3896,jeep,suv_small,2.4,4,M5,gasoline,10.6,8.7,9.8,29,230
3897,jeep,suv_standard,3.6,6,A8,gasoline,12.7,9.6,11.3,25,265
3898,jeep,suv_standard,5.7,8,A8,gasoline,16.6,10.7,14.0,20,328
3899,jeep,suv_standard,6.4,8,A8,electricity,18.3,12.6,15.7,18,368
3900,jeep,suv_small,2.4,4,A6,gasoline,10.6,7.6,9.3,30,218
3901,jeep,suv_small,2.4,4,M6,gasoline,10.4,7.3,9.0,31,211
3902,jeep,suv_small,2.4,4,A9,gasoline,10.8,7.8,9.5,30,222
3903,jeep,suv_small,2.4,4,M6,gasoline,10.8,7.6,9.4,30,221
3911,jeep,suv_small,1.4,4,M6,gasoline,9.9,7.7,8.9,32,209
3913,jeep,suv_small,2.4,4,A9,ethanol,14.4,10.2,12.5,23,206
3914,jeep,suv_small,1.4,4,M6,gasoline,9.9,7.7,8.9,32,211
3915,jeep,suv_small,2.4,4,A9,gasoline,11.2,8.2,9.8,29,230
3917,jeep,suv_small,3.6,6,M6,gasoline,14.2,11.0,12.8,22,298
3918,jeep,suv_small,3.6,6,A5,gasoline,14.7,11.7,13.4,21,313
3919,jeep,suv_small,3.6,6,M6,gasoline,15.0,11.4,13.3,21,312
3920,kia,full_size,3.3,6,AS8,gasoline,11.5,8.5,10.2,28,237
3921,kia,mid_size,2.0,4,AS6,gasoline,7.9,6.3,7.2,39,170
3922,kia,mid_size,2.0,4,AS6,gasoline,9.4,7.0,8.3,34,198
3923,kia,mid_size,2.0,4,M6,gasoline,9.4,6.8,8.3,34,195
3924,kia,full_size,1.6,4,AM7,gasoline,9.4,7.9,8.7,32,207
3925,kia,full_size,2.0,4,AS6,gasoline,9.7,7.0,8.3,34,197
3926,kia,full_size,2.0,4,M6,gasoline,9.8,7.3,8.7,32,204
3927,kia,compact,1.6,4,AM7,gasoline,9.6,7.4,8.6,33,204
3928,kia,compact,1.6,4,M6,gasoline,10.1,8.0,9.2,31,216
3929,kia,compact,2.0,4,AS6,gasoline,9.6,7.3,8.6,33,203
3930,kia,compact,2.0,4,M6,gasoline,9.9,7.6,8.8,32,209
3931,kia,full_size,3.8,6,AS8,gasoline,13.8,9.3,11.8,24,279
3932,kia,full_size,5.0,8,AS8,electricity,15.6,10.6,13.3,21,317
3933,kia,stationwagon_small,1.6,4,AM6,gasoline,4.6,5.1,4.8,59,114
3934,kia,stationwagon_small,1.6,4,AM6,gasoline,4.5,4.8,4.7,60,110
3935,kia,stationwagon_small,1.6,4,AM6,gasoline,5.1,5.8,5.4,52,129
3936,kia,full_size,2.4,4,AS6,gasoline,9.6,6.8,8.4,34,198
3937,kia,full_size,2.4,4,AS6,gasoline,9.3,6.6,8.0,35,190
3938,kia,full_size,2.0,4,AS6,gasoline,10.9,7.6,9.4,30,224
3939,kia,mid_size,2.0,4,AS6,gasoline,6.0,5.1,5.6,50,132
3940,kia,compact,1.6,4,AS6,gasoline,8.8,6.5,7.8,36,181
3941,kia,compact,1.6,4,M6,gasoline,8.8,6.6,7.8,36,181
3942,kia,stationwagon_mid_size,2.0,4,AS6,gasoline,9.9,7.6,8.9,32,210
3945,kia,minivan,3.3,6,AS6,gasoline,14.1,10.5,12.5,23,296
3946,kia,suv_small,2.4,4,AS6,gasoline,11.2,8.3,9.9,29,234
3947,kia,suv_small,2.0,4,AS6,gasoline,12.3,9.4,11.0,26,259
3948,kia,suv_small,2.4,4,AS6,gasoline,11.5,9.3,10.5,27,246
3949,kia,suv_small,3.3,6,AS6,gasoline,14.0,10.1,12.2,23,289
3950,kia,suv_small,3.3,6,AS6,gasoline,13.2,9.3,11.4,25,270
3951,kia,stationwagon_small,1.6,4,AS6,gasoline,9.4,7.8,8.7,32,205
3952,kia,stationwagon_small,1.6,4,M6,gasoline,9.7,7.8,8.8,32,208
3953,kia,stationwagon_small,2.0,4,AS6,gasoline,9.5,7.8,8.7,32,206
3954,kia,stationwagon_small,1.6,4,AM7,gasoline,9.1,7.7,8.5,33,199
3955,kia,suv_small,2.4,4,AS6,gasoline,10.4,8.0,9.3,30,220
3956,kia,suv_small,2.0,4,AS6,gasoline,11.9,10.2,11.1,25,263
3957,kia,suv_small,2.4,4,AS6,gasoline,11.3,9.5,10.5,27,247
3958,lamborghini,two_seater,6.5,12,AM7,electricity,22.2,12.7,17.9,16,428
3959,lamborghini,two_seater,6.5,12,AM7,electricity,23.9,14.5,19.7,14,461
3960,lamborghini,two_seater,6.5,12,AM7,electricity,23.0,13.5,18.7,15,438
3964,land_rover,suv_small,2.0,4,AS9,electricity,12.0,9.2,10.7,26,252
3965,land_rover,suv_small,2.0,4,AS9,electricity,11.3,8.0,9.8,29,231
3966,land_rover,suv_small,2.0,4,AS9,electricity,12.0,8.5,10.4,27,243
3969,lexus,mid_size,3.5,6,AS6,gasoline,11.4,7.7,9.7,29,226
3970,lexus,mid_size,3.5,6,AS6,electricity,12.4,9.2,11.0,26,257
3971,lexus,mid_size,3.5,6,AV8,electricity,8.0,6.9,7.5,38,176
3973,lexus,suv_standard,4.6,8,AS6,electricity,16.0,12.9,14.6,19,341
3974,lexus,compact,2.0,4,AS8,electricity,10.6,7.3,9.1,31,214
3975,lexus,compact,3.5,6,AS6,electricity,12.6,9.2,11.0,26,258
3977,lexus,mid_size,4.6,8,AS8,electricity,15.1,10.3,12.9,22,303
3979,lexus,suv_standard,5.7,8,AS8,electricity,18.2,13.0,15.8,18,372
3980,lexus,suv_small,2.0,4,AS6,electricity,10.7,8.5,9.7,29,226
3981,lexus,suv_small,2.0,4,AS6,electricity,10.8,8.9,9.9,29,232
3982,lexus,suv_small,2.5,4,AV6,gasoline,7.2,7.9,7.5,38,176
3983,lexus,subcompact,3.5,6,AS6,electricity,12.6,9.2,11.0,26,258
3986,lexus,suv_small,3.5,6,AS8,gasoline,12.2,9.0,10.8,26,252
3987,lexus,suv_standard,3.5,6,AV6,electricity,7.5,8.4,7.9,36,185
3988,lincoln,full_size,2.7,6,AS6,gasoline,14.0,9.5,12.0,24,281
3989,lincoln,full_size,3.0,6,AS6,gasoline,14.4,9.7,12.3,23,288
3990,lincoln,full_size,3.7,6,AS6,gasoline,14.3,9.7,12.2,23,287
3991,lincoln,suv_small,2.0,4,AS6,gasoline,12.3,9.3,10.9,26,256
3992,lincoln,suv_small,2.0,4,AS6,gasoline,12.1,9.3,10.8,26,254
3993,lincoln,suv_small,2.3,4,AS6,gasoline,13.1,9.4,11.4,25,268
3994,lincoln,suv_standard,3.5,6,AS6,gasoline,15.7,11.2,13.7,21,321
3996,lincoln,suv_small,2.7,6,AS6,gasoline,14.1,9.8,12.1,23,284
3998,lincoln,mid_size,2.0,4,AS6,gasoline,11.2,7.6,9.8,29,230
3999,lincoln,mid_size,3.0,6,AS6,gasoline,13.4,8.7,11.2,25,264
4000,lincoln,mid_size,2.0,4,AS6,gasoline,11.8,8.4,10.2,28,239
4001,lincoln,mid_size,3.0,6,AS6,gasoline,14.0,9.2,11.8,24,278
4002,lincoln,mid_size,2.0,4,AV,gasoline,5.7,6.2,5.9,48,139
4003,lincoln,suv_standard,3.5,6,AS6,gasoline,15.9,12.0,14.2,20,333
4004,lincoln,suv_standard,3.5,6,AS6,gasoline,16.1,12.4,14.5,19,339
4005,maserati,mid_size,3.0,6,AS8,electricity,14.1,9.8,12.4,23,286
4006,maserati,mid_size,3.0,6,AS8,electricity,14.7,10.0,12.4,23,293
4007,maserati,mid_size,3.0,6,AS8,electricity,14.7,9.9,12.6,22,295
4008,maserati,subcompact,4.7,8,AS6,electricity,18.2,11.4,15.1,19,355
